Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto certo una caffe alata
Dovrebbe arrivare tra qualche minuto,dovrfeto e arare tu qualche minuto
Purtroppo non lo so pero potresti chiedere all autista,pqurtno io cpoti pero il costa
E in offerta costa dieci euro,si grera costa digio
"Certo volentieri, io lo prendero macchiato",e feteta costa e lo io
Perfetto vorrei comprarne due.,si quanto costa lsare io
Tutto bene tu,buntoto bene a
A che ora arriva il pullman,a che ora mario io pullman
Quanto costa il biglietto,salve quanto costa il ilito
Prego,pretobgo
Va bene grazie lo stesso,si gren mario lo ruteso
Tutto bene grazie,le quanto bene igre
Prendiamo un caffe al bar,prendiamo un caffe al bar
