Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto costa una ilata
Dovrebbe arrivare tra qualche minuto,perfetto a arrivare tra a minuto
Purtroppo non lo so pero potresti chiedere all autista,pretrnto io io cpotri pero costa
E in offerta costa dieci euro,e rfeorta costa dieiuo
"Certo volentieri, io lo prendero macchiato",e rfetoteti comptade lo io
Perfetto vorrei comprarne due.,si certo costa lrare io
Tutto bene tu,pero cioti bene a
A che ora arriva il pullman,a che ora io io pullman
Quanto costa il biglietto,quanto costa elita
Prego,prego
Va bene grazie lo stesso,si retoe mario minuto
Tutto bene grazie,buona costa bene igae
Prendiamo un caffe al bar,prendiamo un caffe al bar
