Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
"Certo volentieri, io lo prendero macchiato",certo olntero lo pero prendero macchiato
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero potresti chiedere al autista
Prendiamo un caffe al bar,pbeniao un caffe al bar
Tutto bene grazie,tutto bene grazie
A che ora arriva il pullman,a che ora arriva io pullman
Salve quanto costa quell articolo,salve quanto una vuole in a
Si grazie e arrivederci,si grazie laecoesai
Buongiorno io sono Mario,buongiorno io sono mario
Va bene grazie lo stesso,va bene grazie lo stesso
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,certo a lo io sono macchiato
Perfetto vorrei comprarne due.,perfetto vorrei comprarne a
Le auguro una buona giornata,le euro una buona giornata
A che ora arriva il pullman,a che ora arriva il pullman
