Truth,Decoded
Tutto bene tu,due bene
Prendiamo un caffe al bar,paereto a e
Le auguro una buona giornata,e quanto io e io una
Buongiorno io sono Mario,prego sono
Piacere Luigi come stai,pero io un io
A che ora arriva il pullman,e e ora come
Tutto bene grazie,qutoei
Perfetto vorrei comprarne due.,certo io e ecco
"Certo volentieri, io lo prendero macchiato",si certo
Salve quanto costa quell articolo,a pero
Purtroppo non lo so pero potresti chiedere all autista,pirtop e si bar lei lutsa
E in offerta costa dieci euro,e e
Quanto costa il biglietto,si qate
Certo ecco a lei vuole un sacchetto,il lei e
Prego,e
Buonasera io sono Mario,buona io sono mario
