Truth,Decoded
Salve quanto costa quell articolo,al quanto costa quelaiticolo
Purtroppo non lo so pero potresti chiedere all autista,tutto non io io so pero tra chreral autista
Va bene grazie lo stesso,va grazie lo stesso
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco lei io e acheto
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo pero mario
Si grazie e arrivederci,si grazie eizi
Si grazie e arrivederci,ifzie rirecro
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere autista
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere lei come stai
Certo ecco a lei vuole un sacchetto,certo ecco a e un unsacheto
Buongiorno io sono Mario,buongiorno io sono mario
