Truth,Decoded
Tutto bene tu,due e
Prendiamo un caffe al bar,paerere a e
Le auguro una buona giornata,si io e e io una
Buongiorno io sono Mario,prego io
Piacere Luigi come stai,pero io costa
A che ora arriva il pullman,e e tra va
Tutto bene grazie,due e
Perfetto vorrei comprarne due.,certo e ecco
"Certo volentieri, io lo prendero macchiato",sirerdeo
Salve quanto costa quell articolo,si pero
Purtroppo non lo so pero potresti chiedere all autista,certo io lei tra
E in offerta costa dieci euro,e e
Quanto costa il biglietto,pqae io
Certo ecco a lei vuole un sacchetto,si lei lo
Prego,e
Buonasera io sono Mario,buona io sono mario
