Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prego,prego
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
A che ora arriva il pullman,a che ora mario il pullman
Buongiorno io sono Mario,buongiorno io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Piacere Luigi come stai,piacere luigi come stai
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certvoentierio io le euro macchiato
Si grazie e arrivederci,si grazie e arrivederci
Tutto bene tu,tutto bene tu
Tutto bene grazie,a io bene grazie
E in offerta costa dieci euro,e in offerta costa dieci euro
Buonasera io sono Mario,buonasera io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo potresti chiedere autista
