Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto costa una giliata
Dovrebbe arrivare tra qualche minuto,salve quntoto costa araecr minuto
Purtroppo non lo so pero potresti chiedere all autista,salve quanto atvilcmtecuec autista
E in offerta costa dieci euro,si gfaonarta costa cicio
"Certo volentieri, io lo prendero macchiato",salve quateta costa due io
Perfetto vorrei comprarne due.,si gaonto costa costa e io
Tutto bene tu,auaoagra io bene si
A che ora arriva il pullman,a che ora mario io pullman
Quanto costa il biglietto,salve quanto costa io
Prego,prego
Va bene grazie lo stesso,si gratotna grazie lorti
Tutto bene grazie,le quangtra io a un stai
Prendiamo un caffe al bar,prendiamo una caffe al bar
