Truth,Decoded
Si grazie e arrivederci,io a io
Certo ecco a lei vuole un sacchetto,tu ora e lo lo
Buongiorno io sono Mario,buona io io io
"Certo volentieri, io lo prendero macchiato",ruonono io io io e mario
Perfetto vorrei comprarne due.,io ora e io
Tutto bene grazie,un e lo
Prego,io
Buonasera io sono Mario,un e io io io
Va bene grazie lo stesso,e so
Certo ecco a lei vuole un sacchetto,io a lo
Quanto costa il biglietto,io io
Tutto bene tu,io
Si grazie e arrivederci,io io
A che ora arriva il pullman,io io io io
Buongiorno io sono Mario,io e io io
Le auguro una buona giornata,bene e io lo lo
