Truth,Decoded
Prendiamo un caffe al bar,pbenio un a lo bar
Perfetto vorrei comprarne due.,prego vireo come e e
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere loulo io stai
Purtroppo non lo so pero potresti chiedere all autista,purtro io io io pero potrstichirere lo autista
Certo ecco a lei vuole un sacchetto,bar io sono sachieato
"Certo volentieri, io lo prendero macchiato",certo ontero io lo sono macchiato
Quanto costa il biglietto,quanto ora il ilieto
Buonasera io sono Mario,bunira io sono mario
Salve quanto costa quell articolo,le euro io vuole io
A che ora arriva il pullman,a che orarivio buona
Dovrebbe arrivare tra qualche minuto,dovrebbe riravra lo snuteo
Prego,prego
E in offerta costa dieci euro,e in offerta costa pero
Buongiorno io sono Mario,bungsoro io sono mario
Piacere Luigi come stai,piacere lo come stai
