Truth,Decoded
Si grazie e arrivederci,rtofn bene criaieicro
Certo ecco a lei vuole un sacchetto,certo e a e io ioncheto
Buongiorno io sono Mario,buona io sono mario
"Certo volentieri, io lo prendero macchiato",certo lei io londrneo macchiato
Perfetto vorrei comprarne due.,certo vorrei cornarn due
Tutto bene grazie,tutto bene grazie
Prego,pero
Buonasera io sono Mario,buona lei io sono mario
Va bene grazie lo stesso,va bene grazie stesso
Certo ecco a lei vuole un sacchetto,certo lo a e vuole scheto
Quanto costa il biglietto,certo e io
Tutto bene tu,tutto bene tu
Si grazie e arrivederci,si grazie aeaiedcoi
A che ora arriva il pullman,a ora mario lo pullman
Buongiorno io sono Mario,buonsoro io sono mario
Le auguro una buona giornata,le cugunoro un una auanauta
