Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri lo prendero macchiato
Le auguro una buona giornata,salve quanto sono una io lata
Dovrebbe arrivare tra qualche minuto,doverfetntoto a ararl e minuto
Purtroppo non lo so pero potresti chiedere all autista,prftonto io si come e lo costa
E in offerta costa dieci euro,e offerta costa dieci io
"Certo volentieri, io lo prendero macchiato",e rfetet costadre lo io
Perfetto vorrei comprarne due.,si grato costa bar io
Tutto bene tu,tra io lulne e
A che ora arriva il pullman,a che ora arriva io pullman
Quanto costa il biglietto,al quanto costa lo io
Prego,prego
Va bene grazie lo stesso,si certo e mario lo euro
Tutto bene grazie,buantnra io a bene a a
Prendiamo un caffe al bar,prendiamo un caffe al bar
