Truth,Decoded
Tutto bene tu,pruoeo
Prendiamo un caffe al bar,pero io
Le auguro una buona giornata,pero lo
Buongiorno io sono Mario,un io
Piacere Luigi come stai,pero io
A che ora arriva il pullman,pero lo
Tutto bene grazie,io lo
Perfetto vorrei comprarne due.,certo io certo
"Certo volentieri, io lo prendero macchiato",pero lo
Salve quanto costa quell articolo,pero
Purtroppo non lo so pero potresti chiedere all autista,prerotreco
E in offerta costa dieci euro,rtoeo
Quanto costa il biglietto,pero io
Certo ecco a lei vuole un sacchetto,pero lo
Prego,tu io
Buonasera io sono Mario,io io io io io
