Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri lo pero macchiato
Prego,prego
Perfetto vorrei comprarne due.,si granrt costa larelrui
E in offerta costa dieci euro,lei ora
Quanto costa il biglietto,quanto stai e certo
Le auguro una buona giornata,salve quanto certo una bene glata
Buongiorno io sono Mario,pbeongonbaio
Buonasera io sono Mario,buonasera io sono mario
Va bene grazie lo stesso,si bene e ecco
Tutto bene grazie,fuatobo bene io
"Certo volentieri, io lo prendero macchiato",perfetto cosadelro
Prendiamo un caffe al bar,prendiamo un caffe al bar
Si grazie e arrivederci,si raoiel euro
Salve quanto costa quell articolo,a gfetnar tcetio
Prego,prego
