Truth,Decoded
Tutto bene tu,io io
Prendiamo un caffe al bar,pero io
Le auguro una buona giornata,io lo
Buongiorno io sono Mario,io io
Piacere Luigi come stai,pero io lo
A che ora arriva il pullman,io io
Tutto bene grazie,io io
Perfetto vorrei comprarne due.,io io e lo
"Certo volentieri, io lo prendero macchiato",pero io io
Salve quanto costa quell articolo,bene io
Purtroppo non lo so pero potresti chiedere all autista,pero io lo
E in offerta costa dieci euro,tu io
Quanto costa il biglietto,pero io
Certo ecco a lei vuole un sacchetto,e io
Prego,tu io
Buonasera io sono Mario,io io io io io
