Truth,Decoded
Prendiamo un caffe al bar,prendiamo un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne e
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere lo io come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chirede al autista
Certo ecco a lei vuole un sacchetto,certo una lo io pero macchiato
"Certo volentieri, io lo prendero macchiato",certo volntero io lo pero macchiato
Quanto costa il biglietto,quanto ora il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve quanto io vuole io io
A che ora arriva il pullman,a che arriva io pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arriva all stesso
Prego,prego
E in offerta costa dieci euro,e in offerta costa dieci euro
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacereligi come stai
