Truth,Decoded
Si grazie e arrivederci,tu a io
Certo ecco a lei vuole un sacchetto,io e a un io
Buongiorno io sono Mario,tutonono io mario
"Certo volentieri, io lo prendero macchiato",certo bene io come lo e mario
Perfetto vorrei comprarne due.,pero io ora due
Tutto bene grazie,tutto e io
Prego,pero io
Buonasera io sono Mario,buona e io io io
Va bene grazie lo stesso,va e pero
Certo ecco a lei vuole un sacchetto,e e e a e e certo
Quanto costa il biglietto,certo io
Tutto bene tu,tutto tu
Si grazie e arrivederci,io e e a io
A che ora arriva il pullman,lo io io e a e lo
Buongiorno io sono Mario,io io io io mario
Le auguro una buona giornata,un io un a e
