Truth,Decoded
Tutto bene tu,quanto bene
Prendiamo un caffe al bar,peredro a e e
Le auguro una buona giornata,e quanto che un due
Buongiorno io sono Mario,pretotu
Piacere Luigi come stai,pero io e si
A che ora arriva il pullman,e e ora io vuole
Tutto bene grazie,un begrie
Perfetto vorrei comprarne due.,certo si e costa
"Certo volentieri, io lo prendero macchiato",e e edrereo
Salve quanto costa quell articolo,e e ecco
Purtroppo non lo so pero potresti chiedere all autista,certo e si bene tra
E in offerta costa dieci euro,e e
Quanto costa il biglietto,e
Certo ecco a lei vuole un sacchetto,io e io io
Prego,prego
Buonasera io sono Mario,buona io sono mario
