Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere autista
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
A che ora arriva il pullman,a che vorariv io pullman
Certo ecco a lei vuole un sacchetto,si e e io come
Buonasera io sono Mario,buonasera io sono mario
Le auguro una buona giornata,perenon va io una che bar
Quanto costa il biglietto,quanto costa e ilito
Tutto bene tu,certo bene e
Prego,e
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Si grazie e arrivederci,si io stai il un
Purtroppo non lo so pero potresti chiedere all autista,pruono lo io io come pero dedel autista
Tutto bene grazie,quanto io bene a
Salve quanto costa quell articolo,salve gquanata costa quetilo
