Truth,Decoded
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo sono so pero potresti chiedere autista
Certo ecco a lei vuole un sacchetto,io onaea io sono achieato
"Certo volentieri, io lo prendero macchiato",certo olntero io pero pero macchiato
Quanto costa il biglietto,quanto ora il gilieto
Buonasera io sono Mario,bunsiro io sono mario
Salve quanto costa quell articolo,salve quanto e vuole io io
A che ora arriva il pullman,a che orariv io polmain
Dovrebbe arrivare tra qualche minuto,dovrebbe arriva e snuteso
Prego,prego
E in offerta costa dieci euro,e in ora costa e pero
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere lo come stai
