Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo onrero io io sono macchiato
Tutto bene tu,tutto un tu
Le auguro una buona giornata,le un io una quanto
Salve quanto costa quell articolo,salve quanto costa ulico
Piacere Luigi come stai,pero un e e stai
Perfetto vorrei comprarne due.,perfetto vorrei come e
"Certo volentieri, io lo prendero macchiato",certo votirioponcener mario
E in offerta costa dieci euro,e un offerta costa a minuto
A che ora arriva il pullman,e che ora io pullman
Buongiorno io sono Mario,tunirn io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtono sono so pero io certo autista
Dovrebbe arrivare tra qualche minuto,dovrebeivar a minuto
Tutto bene tu,tutto bene
Certo ecco a lei vuole un sacchetto,certo io io io un mario
Quanto costa il biglietto,tutto bene lo
Tutto bene grazie,tutto un io
