Truth,Decoded
Si grazie e arrivederci,e io e e licto
Certo ecco a lei vuole un sacchetto,io bar e vuole acheto
Buongiorno io sono Mario,buonono io sono mario
"Certo volentieri, io lo prendero macchiato",prtonio io bene macchiato
Perfetto vorrei comprarne due.,peretovo ocrauaue
Tutto bene grazie,tu bene io
Prego,pero
Buonasera io sono Mario,un e io sono mario
Va bene grazie lo stesso,va e e stesso
Certo ecco a lei vuole un sacchetto,certo e a vuole acheto
Quanto costa il biglietto,certo e
Tutto bene tu,tutto tu
Si grazie e arrivederci,si a e aicto
A che ora arriva il pullman,buona raia un
Buongiorno io sono Mario,buonorn io sono mario
Le auguro una buona giornata,buona un un auauta
