Truth,Decoded
Tutto bene tu,tutto che a
Prendiamo un caffe al bar,pererdam a caffe bar
Le auguro una buona giornata,e quanto costa una una
Buongiorno io sono Mario,pbeon tu
Piacere Luigi come stai,piacere un lo sono
A che ora arriva il pullman,e a ora io pullman
Tutto bene grazie,quanto bene
Perfetto vorrei comprarne due.,sirato a come raeuta
"Certo volentieri, io lo prendero macchiato",e e cstareriuto
Salve quanto costa quell articolo,a fentrt costa uetso
Purtroppo non lo so pero potresti chiedere all autista,prtovoto tra lo il autista
E in offerta costa dieci euro,e io io
Quanto costa il biglietto,autista io
Certo ecco a lei vuole un sacchetto,io greata io uolio
Prego,prego
Buonasera io sono Mario,buona io sono mario
