Truth,Decoded
Prendiamo un caffe al bar,prendero un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo sono so pero potresti chiedere al autista
Certo ecco a lei vuole un sacchetto,certo a lei vuole un sacchetto
"Certo volentieri, io lo prendero macchiato",certo olnter io lo prendero macchiato
Quanto costa il biglietto,quanto costa il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve quanto un vuole un io
A che ora arriva il pullman,a che arriva il pullman
Dovrebbe arrivare tra qualche minuto,dobebe arairavael stesso
Prego,prego
E in offerta costa dieci euro,e in offerta costa si pero
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere luigi come stai
