Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere autista
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
A che ora arriva il pullman,a che bar io ponlmain
Certo ecco a lei vuole un sacchetto,si e vorrei si io tutto
Buonasera io sono Mario,buonasera io sono mario
Le auguro una buona giornata,perentn io lo cuondcielata
Quanto costa il biglietto,pero lei islelata
Tutto bene tu,preorio io come e
Prego,prego
Dovrebbe arrivare tra qualche minuto,perfetto a arartl e che minuto
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Si grazie e arrivederci,piertrov pteiedel autista
Purtroppo non lo so pero potresti chiedere all autista,prego io votro potretro cpotre ptreidereal autista
Tutto bene grazie,auagtra io io bene lo
Salve quanto costa quell articolo,salve bar lo cueticolo
