Truth,Decoded
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere lo autista
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene grazie,tutto bene grazie
A che ora arriva il pullman,a che ora arriva il pullman
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Tutto bene tu,tutto bene tu
Va bene grazie lo stesso,va io bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Piacere Luigi come stai,piacere luigi come stai
Le auguro una buona giornata,le auguro una buona giornata
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
