Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto costa una io lata
Dovrebbe arrivare tra qualche minuto,dovrfeto e arrivare tra quell tutto
Purtroppo non lo so pero potresti chiedere all autista,prego si si cpot pctei lo costa
E in offerta costa dieci euro,salve gqeto costa dicitio
"Certo volentieri, io lo prendero macchiato",salve quanto costa qreltiolo
Perfetto vorrei comprarne due.,salve gqato costa lostarel lo
Tutto bene tu,tutto bene tu
A che ora arriva il pullman,a che ora arriva uolmao
Quanto costa il biglietto,quanto costa itito
Prego,prego
Va bene grazie lo stesso,si e grazie lo euro
Tutto bene grazie,le quanto bene io un
Prendiamo un caffe al bar,prendiamo un caffe al bar
