Truth,Decoded
Salve quanto costa quell articolo,al quanto costa lo io
Purtroppo non lo so pero potresti chiedere all autista,purtono sono so pero pero creral autista
Va bene grazie lo stesso,va bene grazie lo stesso
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei ora due
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco lei uolon macchiato
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo pero mario
Si grazie e arrivederci,va grazie erzei
Si grazie e arrivederci,io ofzere come ecco
Quanto costa il biglietto,tutto costa lo biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtronon lo so pero potresti chiedere autista
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,certo a io un un sacchetto
Buongiorno io sono Mario,buongiorno io sono mario
