Truth,Decoded
Si grazie e arrivederci,si grieaie e un
Salve quanto costa quell articolo,al qanat costa quetiolo
Prego,prego
Dovrebbe arrivare tra qualche minuto,porfetoe arrivare e quell minuto
Purtroppo non lo so pero potresti chiedere all autista,prego e cpoteipte io costa
Tutto bene tu,tutto bene e
Piacere Luigi come stai,piacere un come stai
Certo ecco a lei vuole un sacchetto,si gren ora io io lo so
A che ora arriva il pullman,a che mario io un un
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve certo a quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a leivuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
