Truth,Decoded
"Certo volentieri, io lo prendero macchiato",pero io lo certo
Tutto bene tu,io io
Le auguro una buona giornata,e a io a io
Salve quanto costa quell articolo,e e lo
Piacere Luigi come stai,pero io io io
Perfetto vorrei comprarne due.,e e e io
"Certo volentieri, io lo prendero macchiato",pero io io oeariao
E in offerta costa dieci euro,un io tra io
A che ora arriva il pullman,a a e e io io
Buongiorno io sono Mario,tunri io
Purtroppo non lo so pero potresti chiedere all autista,certo io io io e elacta
Dovrebbe arrivare tra qualche minuto,tu a un io
Tutto bene tu,tutto lo
Certo ecco a lei vuole un sacchetto,bene si io
Quanto costa il biglietto,io io
Tutto bene grazie,tutto e e
