Truth,Decoded
Si grazie e arrivederci,e io bene stai io
Certo ecco a lei vuole un sacchetto,certo e a e io ionicheto
Buongiorno io sono Mario,buona io sono mario
"Certo volentieri, io lo prendero macchiato",certo io io lo bene acriato
Perfetto vorrei comprarne due.,certo vorrei corare due
Tutto bene grazie,tutto bene grazie
Prego,pero
Buonasera io sono Mario,un lei io sono mario
Va bene grazie lo stesso,va bene grazie stesso
Certo ecco a lei vuole un sacchetto,certo lo lei vuole acheto
Quanto costa il biglietto,vrebto e
Tutto bene tu,tutto bene tu
Si grazie e arrivederci,si grazie aeaici
A che ora arriva il pullman,ora ariai pullman
Buongiorno io sono Mario,buonsoro io sono mario
Le auguro una buona giornata,e euro un una auauta
