Truth,Decoded
Le auguro una buona giornata,le auguro buona giornata
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buonasera io sono Mario,buonasera io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al a
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere autista
Piacere Luigi come stai,piacere luigi come stai
Si grazie e arrivederci,si ozie a bene lei
Tutto bene tu,tutto bene tu
Tutto bene tu,tutto bene tu
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Tutto bene grazie,tutto bene grazie
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prego,prego
Salve quanto costa quell articolo,salve quanto costa qelaticolo
