Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa una icolo
Purtroppo non lo so pero potresti chiedere all autista,purtono io io so pero pero chrehra autista
Va bene grazie lo stesso,varene grazie lo stesso
Piacere Luigi come stai,piacere un come stai
Perfetto vorrei comprarne due.,perfetto vorrei come e
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco lei un machto
"Certo volentieri, io lo prendero macchiato",certo voltiri io lo bene mario
Si grazie e arrivederci,va grazie erzesi
Si grazie e arrivederci,rizere io ecco
Quanto costa il biglietto,quanto costa lo biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtronon lo so pero arecti chiedere autista
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,e certo a a io un un sicheto
Buongiorno io sono Mario,buongiorno io sono mario
