Truth,Decoded
Si grazie e arrivederci,certo lo
Certo ecco a lei vuole un sacchetto,ecco io
Buongiorno io sono Mario,io lo
"Certo volentieri, io lo prendero macchiato",euro io lo
Perfetto vorrei comprarne due.,euro lo
Tutto bene grazie,un io
Prego,bene io
Buonasera io sono Mario,euro lo
Va bene grazie lo stesso,e io
Certo ecco a lei vuole un sacchetto,certo io e io
Quanto costa il biglietto,io lo
Tutto bene tu,tu io
Si grazie e arrivederci,io io
A che ora arriva il pullman,ecco lo
Buongiorno io sono Mario,ruoeoeio
Le auguro una buona giornata,certo io e lo
