Truth,Decoded
Tutto bene tu,due e
Prendiamo un caffe al bar,paeredro a e e
Le auguro una buona giornata,e io e e io tra
Buongiorno io sono Mario,pretontu
Piacere Luigi come stai,e io io stai
A che ora arriva il pullman,e e tra due
Tutto bene grazie,un bene
Perfetto vorrei comprarne due.,certo io retsti
"Certo volentieri, io lo prendero macchiato",pirerdreo
Salve quanto costa quell articolo,a pero
Purtroppo non lo so pero potresti chiedere all autista,certo io si bene tra
E in offerta costa dieci euro,e e
Quanto costa il biglietto,pqae
Certo ecco a lei vuole un sacchetto,si lei e
Prego,prego
Buonasera io sono Mario,bene io sono mario
