Truth,Decoded
Le auguro una buona giornata,le auguro una buona giornata
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Quanto costa il biglietto,quanto costa il biglietto
A che ora arriva il pullman,a che ora arriva il pullman
Piacere Luigi come stai,piacere luigi come stai
Prego,prego
Salve quanto costa quell articolo,salve quanto costa quell articolo
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene tu,tutto bene tu
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,si grazie io e arierei
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Buonasera io sono Mario,buonasera io sono mario
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Tutto bene tu,tutto bene e
