Truth,Decoded
Prendiamo un caffe al bar,pbenio un a lo bar
Perfetto vorrei comprarne due.,pero vorrei comprarne due
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere lo io ioner stai
Purtroppo non lo so pero potresti chiedere all autista,purtro io io so pero potrstichiredere al autista
Certo ecco a lei vuole un sacchetto,io ora io sono achieato
"Certo volentieri, io lo prendero macchiato",certo olntero io lo pero macchiato
Quanto costa il biglietto,quanto ora il bilrieto
Buonasera io sono Mario,buona io sono mario
Salve quanto costa quell articolo,le euro io vuole io
A che ora arriva il pullman,a che oarivio pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe rire e lo minuto
Prego,prego
E in offerta costa dieci euro,e in offerta ora pero
Buongiorno io sono Mario,bungsoro io sono mario
Piacere Luigi come stai,piacere lo come stai
