Truth,Decoded
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri lo prendero macchiato
Prego,prego
Perfetto vorrei comprarne due.,sireoeto costa due un
E in offerta costa dieci euro,pereorti costa cieio
Quanto costa il biglietto,e quanto stai io io
Le auguro una buona giornata,perfetto sono una cioemata
Buongiorno io sono Mario,beongoio un mario
Buonasera io sono Mario,pero onongsiria io sono mario
Va bene grazie lo stesso,a bene e griea io euro
Tutto bene grazie,pefea io le e
"Certo volentieri, io lo prendero macchiato",pero potei comprarne un
Prendiamo un caffe al bar,preodrdiamo un caffe al bar
Si grazie e arrivederci,certo va itaiel io
Salve quanto costa quell articolo,si greonrt ctacetiolo
Prego,prego
