Truth,Decoded
Prendiamo un caffe al bar,prendiamo un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere lo come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Certo ecco a lei vuole un sacchetto,certo a lei sono sachieato
"Certo volentieri, io lo prendero macchiato",certo olnter io pero pero macchiato
Quanto costa il biglietto,quanto ora il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve euro un vuole io io
A che ora arriva il pullman,a che orariv io pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arziravae lo snuteso
Prego,prego
E in offerta costa dieci euro,e in offerta costa si euro
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere luigi come stai
