Truth,Decoded
Si grazie e arrivederci,e e a io
Certo ecco a lei vuole un sacchetto,ecco io io uoechieto
Buongiorno io sono Mario,tunoni io somrio
"Certo volentieri, io lo prendero macchiato",prtoenio io e e mario
Perfetto vorrei comprarne due.,pero io braue
Tutto bene grazie,tutto bene io
Prego,io
Buonasera io sono Mario,un lei io sonario
Va bene grazie lo stesso,bene pero
Certo ecco a lei vuole un sacchetto,e e e a io e certo
Quanto costa il biglietto,pero lo
Tutto bene tu,tutto e
Si grazie e arrivederci,e e e aiti
A che ora arriva il pullman,lo io a lo
Buongiorno io sono Mario,io io io sono mario
Le auguro una buona giornata,e una lo un a e
