Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto costa una io al a
Dovrebbe arrivare tra qualche minuto,doverebob e ararte tra qualche minuto
Purtroppo non lo so pero potresti chiedere all autista,a tutto io cpotl e lo costa
E in offerta costa dieci euro,si greta costa io lo
"Certo volentieri, io lo prendero macchiato",e retet costa lo le
Perfetto vorrei comprarne due.,si grato costa io
Tutto bene tu,tutto bene a
A che ora arriva il pullman,a che ora va io pullman
Quanto costa il biglietto,salve quanto osalato
Prego,prego
Va bene grazie lo stesso,si bene a lo tutto
Tutto bene grazie,le quanto a bene tu
Prendiamo un caffe al bar,prendiamo un caffe al bar
