Truth,Decoded
Si grazie e arrivederci,pero lo
Certo ecco a lei vuole un sacchetto,io io io
Buongiorno io sono Mario,e lo
"Certo volentieri, io lo prendero macchiato",e e io
Perfetto vorrei comprarne due.,due lo
Tutto bene grazie,e io
Prego,e io
Buonasera io sono Mario,e lo
Va bene grazie lo stesso,e io
Certo ecco a lei vuole un sacchetto,perertc e io io io io io lo
Quanto costa il biglietto,pero io
Tutto bene tu,pero io
Si grazie e arrivederci,e io
A che ora arriva il pullman,pero io
Buongiorno io sono Mario,io io io e io
Le auguro una buona giornata,tu e io io e e lo io
