Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,e gqeato certo una cielata
Dovrebbe arrivare tra qualche minuto,doreot e arrivare a qualche minuto
Purtroppo non lo so pero potresti chiedere all autista,prtrovopro preticptel autista
E in offerta costa dieci euro,pero si io
"Certo volentieri, io lo prendero macchiato",e reteti copladeltsa
Perfetto vorrei comprarne due.,si grato costa io io
Tutto bene tu,tutto bene e
A che ora arriva il pullman,a che vorrei io buona mario
Quanto costa il biglietto,quanto ioiaeliti
Prego,prego
Va bene grazie lo stesso,peretone e io certo
Tutto bene grazie,etuovio bene e
Prendiamo un caffe al bar,preodrdiamo un caffe lo bar
