Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
"Certo volentieri, io lo prendero macchiato",certo lo pero lo pero prendero macchiato
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Prendiamo un caffe al bar,prendiamo un caffe al bar
Tutto bene grazie,tutobne lo io
A che ora arriva il pullman,a che ora arriva io pullman
Salve quanto costa quell articolo,salve quanto lueta vuole io lo
Si grazie e arrivederci,grazie luecoe stai
Buongiorno io sono Mario,buongiorno io sono mario
Va bene grazie lo stesso,va bene grazie lo stesso
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,tu a due io vuole macchiato
Perfetto vorrei comprarne due.,perfetto vorrei comprarne un
Le auguro una buona giornata,le euro buona buona giornata
A che ora arriva il pullman,a che ora arriva il pullman
