Truth,Decoded
Tutto bene tu,io prego
Prendiamo un caffe al bar,perendio a e a
Le auguro una buona giornata,quanto costa un urata
Buongiorno io sono Mario,prego tu
Piacere Luigi come stai,pero io io un satito
A che ora arriva il pullman,pero ora io vuole
Tutto bene grazie,tutto begri
Perfetto vorrei comprarne due.,certo otir reutsa
"Certo volentieri, io lo prendero macchiato",e rdreruo
Salve quanto costa quell articolo,e bene ecco
Purtroppo non lo so pero potresti chiedere all autista,certo io ora lutsa
E in offerta costa dieci euro,prte e
Quanto costa il biglietto,catoteo
Certo ecco a lei vuole un sacchetto,piacere io io
Prego,prego
Buonasera io sono Mario,buona io sono mario
