Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certonoero io io sono macchiato
Tutto bene tu,tutto un tu
Le auguro una buona giornata,le un io buona uonarta
Salve quanto costa quell articolo,al quanto ora il lo
Piacere Luigi come stai,pero io lo stai
Perfetto vorrei comprarne due.,perfetto vorrei un e
"Certo volentieri, io lo prendero macchiato",certo votiri oponprer mario
E in offerta costa dieci euro,e un offerta costa a minuto
A che ora arriva il pullman,a che bar io un un
Buongiorno io sono Mario,tunirn io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtono sono so pero io bene a autista
Dovrebbe arrivare tra qualche minuto,dovrebivar a minuto
Tutto bene tu,tutto bene
Certo ecco a lei vuole un sacchetto,certo a lei sono acheto
Quanto costa il biglietto,tutto io e
Tutto bene grazie,tutto un io
