Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto costa cunaci alata
Dovrebbe arrivare tra qualche minuto,doveretoto a ararte tra qualche minuto
Purtroppo non lo so pero potresti chiedere all autista,prutrovoto io si si cpot e il costa
E in offerta costa dieci euro,e certo costa dieci io
"Certo volentieri, io lo prendero macchiato",e retnet costadre lo io
Perfetto vorrei comprarne due.,si quanto costa a io
Tutto bene tu,quanto io bene e
A che ora arriva il pullman,a che ora arriva io pullman
Quanto costa il biglietto,e quanto stai ailito
Prego,prego
Va bene grazie lo stesso,si e grazie lo tutto
Tutto bene grazie,le quatra costa lulne io io
Prendiamo un caffe al bar,prendiamo un caffe al bar
