Truth,Decoded
Tutto bene tu,lo io io
Prendiamo un caffe al bar,lo io
Le auguro una buona giornata,lo io
Buongiorno io sono Mario,e io
Piacere Luigi come stai,lo io
A che ora arriva il pullman,lo io
Tutto bene grazie,e io
Perfetto vorrei comprarne due.,lo io io
"Certo volentieri, io lo prendero macchiato",e io
Salve quanto costa quell articolo,lo io
Purtroppo non lo so pero potresti chiedere all autista,e e lo
E in offerta costa dieci euro,e io
Quanto costa il biglietto,io io
Certo ecco a lei vuole un sacchetto,e io
Prego,e io
Buonasera io sono Mario,e io io a io
