Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo pero io lo sono macchiato
Tutto bene tu,tutto un tu
Le auguro una buona giornata,le un lo una quanto
Salve quanto costa quell articolo,salve quanto stai uelito
Piacere Luigi come stai,pero tu un a
Perfetto vorrei comprarne due.,perfetto vorrei upre
"Certo volentieri, io lo prendero macchiato",certo voririoponcene mario
E in offerta costa dieci euro,e un offerta costa a euro
A che ora arriva il pullman,e e ora io puomain
Buongiorno io sono Mario,tuner io sono mario
Purtroppo non lo so pero potresti chiedere all autista,prtono sono so pero io e lauhita
Dovrebbe arrivare tra qualche minuto,dreobeivar a minuto
Tutto bene tu,tutto bene
Certo ecco a lei vuole un sacchetto,bene a io io un mario
Quanto costa il biglietto,tutto bene e
Tutto bene grazie,tutto bnaie
