Truth,Decoded
Quanto costa il biglietto,quanto costa il biglietto
"Certo volentieri, io lo prendero macchiato",certo pero lo io sono macchiato
Purtroppo non lo so pero potresti chiedere all autista,purtroppo sono so pero potresti chiedere al autista
Prendiamo un caffe al bar,prendiamo un caffe al bar
Tutto bene grazie,tutto bene grazie
A che ora arriva il pullman,a che ora arriva io sonlmain
Salve quanto costa quell articolo,salve quanto lueta vuole io
Si grazie e arrivederci,a grazie laecoesao
Buongiorno io sono Mario,buongiorno io sono mario
Va bene grazie lo stesso,va bene grazie lo stesso
E in offerta costa dieci euro,e in offerta costa dieci euro
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,buona le io sono sacrito
Perfetto vorrei comprarne due.,perfetto vorrei comprarne a
Le auguro una buona giornata,le euro una buona giornata
A che ora arriva il pullman,a che ora arriva il pullman
