Truth,Decoded
Tutto bene tu,due e
Prendiamo un caffe al bar,paerer e
Le auguro una buona giornata,pero io e
Buongiorno io sono Mario,lei io
Piacere Luigi come stai,pero io io
A che ora arriva il pullman,e e si e
Tutto bene grazie,bene io
Perfetto vorrei comprarne due.,pero si ereluto
"Certo volentieri, io lo prendero macchiato",a lei lo
Salve quanto costa quell articolo,a io
Purtroppo non lo so pero potresti chiedere all autista,e tra ecco
E in offerta costa dieci euro,e e lo
Quanto costa il biglietto,e io
Certo ecco a lei vuole un sacchetto,e e io
Prego,io
Buonasera io sono Mario,io a io oato
