Truth,Decoded
Si grazie e arrivederci,si griri aieleuo
Salve quanto costa quell articolo,si gfetnr tatiolo
Prego,prego
Dovrebbe arrivare tra qualche minuto,prfentoto a areare e io
Purtroppo non lo so pero potresti chiedere all autista,prtoi potie costa
Tutto bene tu,fetiti le e
Piacere Luigi come stai,pecfeo lei le stai
Certo ecco a lei vuole un sacchetto,si grevoa io come
A che ora arriva il pullman,a e mario io pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,va quanto a quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
