Truth,Decoded
Tutto bene tu,quanto che e
Prendiamo un caffe al bar,prerdam a che a
Le auguro una buona giornata,salve quanto costa un a a
Buongiorno io sono Mario,prego tu
Piacere Luigi come stai,piacere un come stai
A che ora arriva il pullman,a e a ora lo un
Tutto bene grazie,certo bene
Perfetto vorrei comprarne due.,si ora stai e tra
"Certo volentieri, io lo prendero macchiato",si e cadro
Salve quanto costa quell articolo,si fetnr so
Purtroppo non lo so pero potresti chiedere all autista,prtovso lo e autista
E in offerta costa dieci euro,e io
Quanto costa il biglietto,io qatcse io
Certo ecco a lei vuole un sacchetto,piae ora io lo
Prego,prego
Buonasera io sono Mario,buona io sono mario
