Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto costa una cifelata
Dovrebbe arrivare tra qualche minuto,doverfen io a arorare e minuto
Purtroppo non lo so pero potresti chiedere all autista,pruonto io oetv si come e lo costa
E in offerta costa dieci euro,e gfento costa dieci io
"Certo volentieri, io lo prendero macchiato",e rfeotet cosptadre lo euro
Perfetto vorrei comprarne due.,si grento costa bar io
Tutto bene tu,un costa come e
A che ora arriva il pullman,a che ora arriva io pullman
Quanto costa il biglietto,salve quanto stai lo ailito
Prego,prego
Va bene grazie lo stesso,si bene mario e tutto
Tutto bene grazie,le quanto io a bene io
Prendiamo un caffe al bar,prendiamo un caffe al bar
