Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,le quanto vouto una giflata
Dovrebbe arrivare tra qualche minuto,poerfentoto a arare tu che minuto
Purtroppo non lo so pero potresti chiedere all autista,prernto io cpotl che costa
E in offerta costa dieci euro,io grerti costa dieiuo
"Certo volentieri, io lo prendero macchiato",e rfetoteti comstadre lo io
Perfetto vorrei comprarne due.,si grato costa a io
Tutto bene tu,euro io bene e
A che ora arriva il pullman,a che ora io io pullman
Quanto costa il biglietto,quanto stai io
Prego,prego
Va bene grazie lo stesso,si retoe mario minuto
Tutto bene grazie,buagtra io a bene io
Prendiamo un caffe al bar,prendiamo un caffe al bar
