Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa una articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,qutia e io
"Certo volentieri, io lo prendero macchiato",pereta cosradrerlo
Purtroppo non lo so pero potresti chiedere all autista,prtrovo io io costa
Dovrebbe arrivare tra qualche minuto,perfetto a carare euro
Va bene grazie lo stesso,e grione io ecco
E in offerta costa dieci euro,e gfera io io
Prendiamo un caffe al bar,predrdamo e caffe lo bar
Piacere Luigi come stai,piacere luigi come stai
A che ora arriva il pullman,caffe ora io pullman
Le auguro una buona giornata,salve quanto costa una ilata
Buongiorno io sono Mario,prfeongo tu
Certo ecco a lei vuole un sacchetto,io e ora io io lo
Buonasera io sono Mario,buonasera io sono mario
