Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non io so pero pero totre che al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco lei vuole macheto
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero mario
Si grazie e arrivederci,si grazie earieresi
Si grazie e arrivederci,izie riede ecco
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo so pero potresti chiedere autista
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere luigi come stai
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Buongiorno io sono Mario,buongiorno io sono mario
