Truth,Decoded
Si grazie e arrivederci,e e ofere crliecro
Certo ecco a lei vuole un sacchetto,certo e a a il un acheto
Buongiorno io sono Mario,bungoro io sono mario
"Certo volentieri, io lo prendero macchiato",certo olentni io lo pero acriato
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Tutto bene grazie,tutto bene grazie
Prego,pero
Buonasera io sono Mario,buona pero io sono mario
Va bene grazie lo stesso,va bene grazie lo stesso
Certo ecco a lei vuole un sacchetto,certo ecco lei vuole a scheto
Quanto costa il biglietto,prbe io e e
Tutto bene tu,tutto e tu
Si grazie e arrivederci,si grazie aeiedci
A che ora arriva il pullman,a che ora mario lo pullman
Buongiorno io sono Mario,buonsoro io sono mario
Le auguro una buona giornata,le un lo a una auanata
