Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto io una si lata
Dovrebbe arrivare tra qualche minuto,perfetto sono a arare che minuto
Purtroppo non lo so pero potresti chiedere all autista,pretrovto sono poeti io cpotr e il autista
E in offerta costa dieci euro,e gfeorta io cicio
"Certo volentieri, io lo prendero macchiato",e reoeti costadre lo io
Perfetto vorrei comprarne due.,si greoneto costa bar io
Tutto bene tu,tra io bene e
A che ora arriva il pullman,a che ora mario io pullman
Quanto costa il biglietto,quanpit costa e ilito
Prego,prego
Va bene grazie lo stesso,si bene grazie loutso
Tutto bene grazie,buona io lulne e
Prendiamo un caffe al bar,prendiamo un caffe al bar
