Truth,Decoded
"Certo volentieri, io lo prendero macchiato",rtrtc io e a io io io io e lo
Tutto bene tu,e tu ora io
Le auguro una buona giornata,e stai io io
Salve quanto costa quell articolo,rtoe certo
Piacere Luigi come stai,io lo
Perfetto vorrei comprarne due.,e lo
"Certo volentieri, io lo prendero macchiato",un e io
E in offerta costa dieci euro,e e lo
A che ora arriva il pullman,e a io
Buongiorno io sono Mario,e e lo
Purtroppo non lo so pero potresti chiedere all autista,un e io io eaeato
Dovrebbe arrivare tra qualche minuto,e a io
Tutto bene tu,un lo
Certo ecco a lei vuole un sacchetto,un e io
Quanto costa il biglietto,e e e lo
Tutto bene grazie,bene io
