Truth,Decoded
Si grazie e arrivederci,e tutto a io
Certo ecco a lei vuole un sacchetto,io io io lo chieto
Buongiorno io sono Mario,tuonono io somrio
"Certo volentieri, io lo prendero macchiato",rtonoio io lo e mario
Perfetto vorrei comprarne due.,pero io braue
Tutto bene grazie,tutto bene io
Prego,io
Buonasera io sono Mario,un ora io so mario
Va bene grazie lo stesso,va bene pero
Certo ecco a lei vuole un sacchetto,e e e a e e certo
Quanto costa il biglietto,certo e io
Tutto bene tu,tutto e
Si grazie e arrivederci,e e e a io
A che ora arriva il pullman,lo io io e io lo
Buongiorno io sono Mario,buona io io so mario
Le auguro una buona giornata,e auguro lo un a due
