Truth,Decoded
"Certo volentieri, io lo prendero macchiato",io io io io e atiato
Tutto bene tu,tutto io io
Le auguro una buona giornata,un a a io
Salve quanto costa quell articolo,un lo
Piacere Luigi come stai,pero io io mario
Perfetto vorrei comprarne due.,certo io io
"Certo volentieri, io lo prendero macchiato",ereoer io io oemariato
E in offerta costa dieci euro,una io tra io
A che ora arriva il pullman,tu io e io lo
Buongiorno io sono Mario,tunonri onmio
Purtroppo non lo so pero potresti chiedere all autista,io io io io e eoelactio
Dovrebbe arrivare tra qualche minuto,prur ora e io
Tutto bene tu,tutto tu
Certo ecco a lei vuole un sacchetto,tu e io mario
Quanto costa il biglietto,tu lo
Tutto bene grazie,tutto un e e
