Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,quntita ieaiero
"Certo volentieri, io lo prendero macchiato",e retrt cosradrerulo
Purtroppo non lo so pero potresti chiedere all autista,certo io rivei poteipreier costa
Dovrebbe arrivare tra qualche minuto,perfentotovta caoreare e e euro
Va bene grazie lo stesso,si grione e arriva ecco
E in offerta costa dieci euro,si gfera costa io
Prendiamo un caffe al bar,prendiamo un caffe al bar
Piacere Luigi come stai,piacere un come stai
A che ora arriva il pullman,a e ora io io pullman
Le auguro una buona giornata,salve quanto costa costa io iata
Buongiorno io sono Mario,beongoio e io
Certo ecco a lei vuole un sacchetto,e e tra io come
Buonasera io sono Mario,buonasera io sono mario
