Truth,Decoded
"Certo volentieri, io lo prendero macchiato",piereoioro io lo e achiao
Tutto bene tu,tutto un tu
Le auguro una buona giornata,le un io una lo
Salve quanto costa quell articolo,a quanto stai certo
Piacere Luigi come stai,pero io io
Perfetto vorrei comprarne due.,paereto vorrei io e
"Certo volentieri, io lo prendero macchiato",pero oriroiopre ermariao
E in offerta costa dieci euro,le un io tra e a io
A che ora arriva il pullman,bene lo si io buona
Buongiorno io sono Mario,tuoner io sono io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo io certo io e lautste
Dovrebbe arrivare tra qualche minuto,doreberi e a il minuto
Tutto bene tu,tutto bene
Certo ecco a lei vuole un sacchetto,e a e io un io
Quanto costa il biglietto,quanto e bene
Tutto bene grazie,tutto bneaie
